gene_id	gene_name	est_counts	tpm
ENSG00000223972.5	DDX11L1	1.75757	0.126564
ENSG00000227232.5	WASH7P	15.366	1.3826
ENSG00000278267.1	MIR6859-1	0.0	0.0
ENSG00000243485.5	MIR1302-2HG	0.0	0.0
ENSG00000284332.1	MIR1302-2	0.0	0.0
ENSG00000237613.2	FAM138A	0.0	0.0
ENSG00000268020.3	OR4G4P	0.0	0.0
ENSG00000240361.2	OR4G11P	0.0	0.0
ENSG00000186092.6	OR4F5	0.0	0.0
ENSG00000238009.6	AL627309.1	0.0	0.0
ENSG00000239945.1	AL627309.3	0.0	0.0
ENSG00000233750.3	CICP27	24.916	0.74565
ENSG00000268903.1	AL627309.6	0.0	0.0
ENSG00000269981.1	AL627309.7	0.0	0.0
ENSG00000239906.1	AL627309.2	0.0	0.0
ENSG00000241860.6	AL627309.5	0.0	0.0
ENSG00000222623.1	RNU6-1100P	0.0	0.0
ENSG00000241599.1	AL627309.4	0.0	0.0
ENSG00000279928.2	FO538757.1	0.0	0.0
ENSG00000279457.4	WASH9P	89.3739	7.75095
ENSG00000273874.1	MIR6859-2	0.0	0.0
ENSG00000228463.10	AP006222.1	42.502156	4.7696765999999995
ENSG00000236679.2	RPL23AP24	0.0	0.0
ENSG00000236601.2	AL732372.1	0.0	0.0
ENSG00000237094.12	AL732372.2	28.603557000000002	8.160791000000001
ENSG00000269732.1	WBP1LP7	0.0	0.0
ENSG00000284733.1	OR4F29	0.0	0.0
ENSG00000233653.3	CICP7	0.0	0.0
ENSG00000250575.1	AL732372.3	1.67532	0.165891
ENSG00000278757.1	RF00026	0.0	0.0
ENSG00000230021.10	AL669831.3	5.808214349399999	0.80022913857
ENSG00000235146.2	AC114498.1	0.0	0.0
ENSG00000225972.1	MTND1P23	21.3732	9.44859
ENSG00000225630.1	MTND2P28	535.561	64.2787
ENSG00000237973.1	MTCO1P12	4.67021	0.363335
ENSG00000278791.1	AC114498.2	0.0	0.0
ENSG00000229344.1	MTCO2P12	6.42319	1.27136
ENSG00000240409.1	MTATP8P1	2.07537	2.30892
ENSG00000248527.1	MTATP6P1	2487.24	493.189
ENSG00000198744.5	MTCO3P12	9.1355	2.38542
ENSG00000268663.1	WBP1LP6	0.0	0.0
ENSG00000284662.1	OR4F16	0.0	0.0
ENSG00000229376.3	CICP3	3.11966	0.147724
ENSG00000228327.3	AL669831.1	51.9123	0.908233
ENSG00000223181.1	RNU6-1199P	0.0	0.0
ENSG00000229905.1	AL669831.2	0.0	0.0
ENSG00000237491.9	AL669831.5	0.0	0.0
ENSG00000285268.1	AL669831.7	0.0	0.0
ENSG00000230092.7	AL669831.4	4.49481	0.663539
ENSG00000177757.2	FAM87B	0.0	0.0
ENSG00000228794.8	LINC01128	0.0	0.0
ENSG00000225880.5	LINC00115	0.0	0.0
ENSG00000230368.2	FAM41C	0.0	0.0
ENSG00000234711.1	TUBB8P11	1.00464	0.118769
ENSG00000283040.1	AL669831.6	0.0	0.0
ENSG00000272438.1	AL645608.6	0.0	0.0
ENSG00000230699.2	AL645608.2	0.0	0.0
ENSG00000241180.1	AL645608.4	0.0	0.0
ENSG00000223764.2	LINC02593	0.0	0.0
ENSG00000187634.12	SAMD11	0.0	0.0
ENSG00000188976.11	NOC2L	1350.57246	64.014944
ENSG00000187961.14	KLHL17	15.0	1.3893460000000002
ENSG00000187583.10	PLEKHN1	0.0	0.0
ENSG00000187642.9	PERM1	2.0	0.075832
ENSG00000272512.1	AL645608.7	0.0	0.0
ENSG00000188290.10	HES4	10.0	1.42477
ENSG00000187608.9	ISG15	162.0	34.66504
ENSG00000231702.2	AL645608.3	0.0	0.0
ENSG00000224969.1	AL645608.1	0.0	0.0
ENSG00000188157.15	AGRN	92.09757	1.6317971999999998
ENSG00000242590.1	AL645608.5	0.0	0.0
ENSG00000217801.10	AL390719.1	8.0	2.00358
ENSG00000273443.1	AL645608.8	0.0	0.0
ENSG00000237330.3	RNF223	1.60127	0.099527
ENSG00000131591.17	C1orf159	61.0	3.752276
ENSG00000285812.1	AL390719.3	0.0	0.0
ENSG00000223823.1	LINC01342	0.0	0.0
ENSG00000207730.3	MIR200B	0.0	0.0
ENSG00000207607.3	MIR200A	0.0	0.0
ENSG00000198976.1	MIR429	0.0	0.0
ENSG00000272141.1	AL390719.2	0.0	0.0
ENSG00000205231.1	TTLL10-AS1	0.0	0.0
ENSG00000162571.13	TTLL10	0.0	0.0
ENSG00000186891.14	TNFRSF18	13.0	1.884807
ENSG00000186827.11	TNFRSF4	0.0	0.0
ENSG00000078808.16	SDF4	608.0003699999999	41.967031
