gene_id	gene_name	est_counts	tpm
ENSG00000223972.5	DDX11L1	0.000270345	1.39594e-05
ENSG00000227232.5	WASH7P	1.17075	0.0756371
ENSG00000278267.1	MIR6859-1	0.0	0.0
ENSG00000243485.5	MIR1302-2HG	0.0	0.0
ENSG00000284332.1	MIR1302-2	0.0	0.0
ENSG00000237613.2	FAM138A	0.0	0.0
ENSG00000268020.3	OR4G4P	0.0	0.0
ENSG00000240361.2	OR4G11P	0.0	0.0
ENSG00000186092.6	OR4F5	0.0	0.0
ENSG00000238009.6	AL627309.1	0.0	0.0
ENSG00000239945.1	AL627309.3	0.0	0.0
ENSG00000233750.3	CICP27	19.1414	0.409466
ENSG00000268903.1	AL627309.6	0.0	0.0
ENSG00000269981.1	AL627309.7	0.0	0.0
ENSG00000239906.1	AL627309.2	0.0	0.0
ENSG00000241860.6	AL627309.5	0.0	0.0
ENSG00000222623.1	RNU6-1100P	0.0	0.0
ENSG00000241599.1	AL627309.4	0.0	0.0
ENSG00000279928.2	FO538757.1	0.0	0.0
ENSG00000279457.4	WASH9P	75.3396	4.69027
ENSG00000273874.1	MIR6859-2	0.0	0.0
ENSG00000228463.10	AP006222.1	74.82413	5.475923
ENSG00000236679.2	RPL23AP24	0.0	0.0
ENSG00000236601.2	AL732372.1	0.0	0.0
ENSG00000237094.12	AL732372.2	38.59923	6.412495
ENSG00000269732.1	WBP1LP7	0.0	0.0
ENSG00000284733.1	OR4F29	0.0	0.0
ENSG00000233653.3	CICP7	0.0	0.0
ENSG00000250575.1	AL732372.3	3.47746	0.24741
ENSG00000278757.1	RF00026	0.0	0.0
ENSG00000230021.10	AL669831.3	38.940354356659995	3.5446259905949997
ENSG00000235146.2	AC114498.1	0.0	0.0
ENSG00000225972.1	MTND1P23	27.286	8.75564
ENSG00000225630.1	MTND2P28	906.398	78.2872
ENSG00000237973.1	MTCO1P12	70.8696	3.95522
ENSG00000278791.1	AC114498.2	0.0	0.0
ENSG00000229344.1	MTCO2P12	12.6514	1.81234
ENSG00000240409.1	MTATP8P1	3.07453	2.37808
ENSG00000248527.1	MTATP6P1	7319.16	1050.4
ENSG00000198744.5	MTCO3P12	33.3696	6.32849
ENSG00000268663.1	WBP1LP6	0.0	0.0
ENSG00000284662.1	OR4F16	0.0	0.0
ENSG00000229376.3	CICP3	0.0	0.0
ENSG00000228327.3	AL669831.1	44.024	0.550052
ENSG00000223181.1	RNU6-1199P	0.0	0.0
ENSG00000229905.1	AL669831.2	0.0	0.0
ENSG00000237491.9	AL669831.5	0.0	0.0
ENSG00000285268.1	AL669831.7	0.0	0.0
ENSG00000230092.7	AL669831.4	2.05709	0.658174
ENSG00000177757.2	FAM87B	0.0	0.0
ENSG00000228794.8	LINC01128	0.0	0.0
ENSG00000225880.5	LINC00115	0.0	0.0
ENSG00000230368.2	FAM41C	0.0	0.0
ENSG00000234711.1	TUBB8P11	0.0	0.0
ENSG00000283040.1	AL669831.6	0.0	0.0
ENSG00000272438.1	AL645608.6	0.0	0.0
ENSG00000230699.2	AL645608.2	0.0	0.0
ENSG00000241180.1	AL645608.4	0.0	0.0
ENSG00000223764.2	LINC02593	0.0	0.0
ENSG00000187634.12	SAMD11	32.69698	1.269522
ENSG00000188976.11	NOC2L	1461.5159299999998	46.598665999999994
ENSG00000187961.14	KLHL17	28.00003	1.374457
ENSG00000187583.10	PLEKHN1	9.0	0.311876
ENSG00000187642.9	PERM1	1.0	0.0271187
ENSG00000272512.1	AL645608.7	0.0	0.0
ENSG00000188290.10	HES4	47.0	4.50681
ENSG00000187608.9	ISG15	253.9998	38.84822
ENSG00000231702.2	AL645608.3	0.0	0.0
ENSG00000224969.1	AL645608.1	0.0	0.0
ENSG00000188157.15	AGRN	386.0000000252854	6.52590100027407
ENSG00000242590.1	AL645608.5	0.0	0.0
ENSG00000217801.10	AL390719.1	15.017240999999999	2.5196319000000003
ENSG00000273443.1	AL645608.8	0.0	0.0
ENSG00000237330.3	RNF223	1.04821	0.0466828
ENSG00000131591.17	C1orf159	149.99998000000002	7.7866230000000005
ENSG00000285812.1	AL390719.3	0.0	0.0
ENSG00000223823.1	LINC01342	0.0	0.0
ENSG00000207730.3	MIR200B	0.0	0.0
ENSG00000207607.3	MIR200A	0.0	0.0
ENSG00000198976.1	MIR429	0.0	0.0
ENSG00000272141.1	AL390719.2	0.0	0.0
ENSG00000205231.1	TTLL10-AS1	0.0	0.0
ENSG00000162571.13	TTLL10	3.0000039999999997	0.1344696
ENSG00000186891.14	TNFRSF18	41.999959999999994	3.581578
ENSG00000186827.11	TNFRSF4	5.0	0.41765
ENSG00000078808.16	SDF4	2445.0015450998203	110.341991851
ENSG00000176022.6	B3GALT6	241.00034	7.0979958000000005
ENSG00000184163.3	C1QTNF12	6.0	0.522821
ENSG00000260179.1	AL162741.1	0.0	0.0
ENSG00000160087.20	UBE2J2	861.9999899999999	47.236861
ENSG00000230415.1	LINC01786	0.0	0.0
ENSG00000162572.20	SCNN1D	14.000022	0.79098
ENSG00000131584.19	ACAP3	198.09791	5.818949399999999
ENSG00000278073.1	MIR6726	0.0	0.0
ENSG00000169972.12	PUSL1	378.31901999999997	27.360554999999998
ENSG00000127054.20	INTS11	1031.7600125934002	47.982275338010005
ENSG00000283712.1	MIR6727	0.0	0.0
ENSG00000240731.1	AL139287.1	0.0	0.0
ENSG00000224051.7	CPTP	114.0005	4.894055
ENSG00000169962.5	TAS1R3	2.0	0.0470972
ENSG00000107404.20	DVL1	367.00022	13.008958
ENSG00000284372.1	MIR6808	0.0	0.0
ENSG00000162576.16	MXRA8	3662.0038609999997	167.2127368
ENSG00000175756.13	AURKAIP1	1045.99881	111.285818
ENSG00000223663.2	NDUFB4P8	0.0	0.0
ENSG00000221978.12	CCNL2	1810.2663299999997	78.679903
ENSG00000224870.6	MRPL20-AS1	0.0	0.0
ENSG00000242485.6	MRPL20	1339.2881	183.744968
ENSG00000264293.2	RN7SL657P	0.0	0.0
ENSG00000272455.1	AL391244.2	0.0	0.0
ENSG00000235098.8	ANKRD65	24.92012	1.605782
ENSG00000225905.1	AL391244.1	0.0	0.0
ENSG00000205116.3	TMEM88B	0.0	0.0
ENSG00000225285.1	LINC01770	0.0	0.0
ENSG00000179403.12	VWA1	18.0	1.0814219999999999
ENSG00000215915.9	ATAD3C	6.47832	0.136834
ENSG00000160072.19	ATAD3B	250.94186000000002	7.7796330000000005
ENSG00000284740.1	AL645728.2	8.17149	3.4628750000000004
ENSG00000197785.13	ATAD3A	417.89649999999995	14.788775
ENSG00000205090.9	TMEM240	2.0	0.237337
ENSG00000160075.12	SSU72	911.3324	54.334424999999996
ENSG00000215014.5	AL645728.1	0.0	0.0
ENSG00000274481.1	AL691432.3	0.0	0.0
ENSG00000228594.4	FNDC10	0.0	0.0
ENSG00000272106.1	AL691432.2	0.0	0.0
ENSG00000197530.12	MIB2	296.1678109868	14.799260507842
ENSG00000189409.13	MMP23B	9.56456	1.229114
ENSG00000248333.8	CDK11B	311.4071	15.7742
ENSG00000272004.1	FO704657.1	0.0	0.0
ENSG00000189339.11	SLC35E2B	258.70159	4.032819
ENSG00000269737.2	AL691432.1	5.46758	0.333783
ENSG00000215914.4	MMP23A	0.435443	0.0387584
ENSG00000008128.23	CDK11A	98.59321	7.363197999999999
ENSG00000268575.1	AL031282.2	0.0	0.0
ENSG00000227775.3	AL031282.1	5.0	1.142036
ENSG00000215790.7	SLC35E2A	216.912941	8.6704729
ENSG00000008130.15	NADK	271.05193506629996	13.16408833127
ENSG00000078369.18	GNB1	572.00158	16.214150099999998
ENSG00000231050.1	AL109917.1	0.0	0.0
ENSG00000169885.10	CALML6	0.0	0.0
ENSG00000178821.13	TMEM52	7.000004153	0.6656791613999999
ENSG00000142609.18	CFAP74	9.666360000000001	0.3328464
ENSG00000233542.1	AL391845.2	0.0	0.0
ENSG00000187730.9	GABRD	2.40831	0.2378937
ENSG00000226969.1	AL391845.1	0.0	0.0
ENSG00000067606.17	PRKCZ	11.642740308305001	1.0249830418148
ENSG00000271806.1	AL590822.2	0.0	0.0
ENSG00000182873.5	PRKCZ-AS1	0.0	0.0
ENSG00000162585.17	FAAP20	784.47899	80.13779300000002
ENSG00000234396.3	AL590822.1	0.0	0.0
ENSG00000157933.10	SKI	82.0	1.08463
ENSG00000116151.14	MORN1	119.78165	5.745213700000001
ENSG00000272161.1	AL589739.1	0.0	0.0
ENSG00000269896.2	AL513477.1	5.0	0.173036
ENSG00000272420.1	AL513477.2	0.0	0.0
ENSG00000157916.20	RER1	1973.67771	148.61230999999998
ENSG00000157911.10	PEX10	680.3226099999999	27.509798
ENSG00000149527.18	PLCH2	33.431717792	0.59020084419
ENSG00000224387.1	AL139246.1	0.0	0.0
ENSG00000229393.1	AL139246.4	0.0	0.0
ENSG00000157881.14	PANK4	102.60944250000001	3.8803511451000006
ENSG00000197921.6	HES5	0.0	0.0
ENSG00000272449.2	AL139246.5	0.0	0.0
ENSG00000238164.6	TNFRSF14-AS1	0.0	0.0
ENSG00000157873.17	TNFRSF14	27.499969999999998	1.3756538
ENSG00000225931.3	AL139246.2	0.0	0.0
ENSG00000228037.1	AL139246.3	0.0	0.0
ENSG00000157870.16	PRXL2B	152.73985100000002	5.669887
ENSG00000142606.16	MMEL1	2.26012	0.423651
ENSG00000237058.1	AL831784.1	0.0	0.0
ENSG00000215912.12	TTC34	0.0	0.0
ENSG00000285945.1	AC242022.2	0.0	0.0
ENSG00000283259.1	AC242022.1	0.0	0.0
ENSG00000233234.1	AL592464.2	0.0	0.0
ENSG00000231630.1	AL592464.1	0.0	0.0
ENSG00000284745.1	AL589702.1	0.0	0.0
ENSG00000169717.6	ACTRT2	0.0	0.0
ENSG00000177133.10	LINC00982	0.0	0.0
ENSG00000142611.17	PRDM16	13.0269845	1.191168797
ENSG00000283572.1	MIR4251	0.0	0.0
ENSG00000226286.1	AL008733.1	0.0	0.0
ENSG00000279839.1	AL512383.1	0.0	0.0
ENSG00000272235.1	AL590438.1	0.0	0.0
ENSG00000130762.15	ARHGEF16	1.0	0.177363
ENSG00000272088.1	AL512413.1	0.0	0.0
ENSG00000162591.16	MEGF6	216.99964	3.4261758
ENSG00000207776.1	MIR551A	0.0	0.0
ENSG00000238260.1	AL513320.1	0.0	0.0
ENSG00000158109.15	TPRG1L	141.643000243447	4.91482000931825
ENSG00000116213.16	WRAP73	368.36591	18.752067
ENSG00000078900.15	TP73	14.0	0.34377599999999997
ENSG00000227589.1	AL136528.1	0.0	0.0
ENSG00000235131.1	AL136528.2	0.0	0.0
ENSG00000227372.12	TP73-AS1	142.8035163	3.59077935
ENSG00000276189.1	RF02197	0.0	0.0
ENSG00000162592.10	CCDC27	1.52701	0.0470896
ENSG00000235169.8	SMIM1	0.0	0.0
ENSG00000130764.10	LRRC47	689.8209499999999	13.767182
ENSG00000266075.2	RN7SL574P	0.0	0.0
ENSG00000272153.1	AL365330.1	0.0	0.0
ENSG00000116198.13	CEP104	139.46859	7.82615
ENSG00000169598.15	DFFB	54.64910673	1.8127957663
ENSG00000198912.11	C1orf174	321.97862000000003	16.6570639
ENSG00000236423.5	LINC01134	0.0	0.0
ENSG00000233304.6	LINC01346	0.0	0.0
ENSG00000226374.2	LINC01345	0.0	0.0
ENSG00000284668.1	AL805961.1	0.0	0.0
ENSG00000284703.1	AL805961.2	0.0	0.0
ENSG00000229280.1	EEF1DP6	0.0	0.0
ENSG00000235054.3	LINC01777	0.0	0.0
ENSG00000284694.1	AL355602.1	0.0	0.0
ENSG00000227169.2	Z98747.1	0.0	0.0
ENSG00000232596.2	LINC01646	0.0	0.0
ENSG00000196581.10	AJAP1	0.0	0.0
ENSG00000284739.1	BX005132.2	0.0	0.0
ENSG00000284674.1	BX005132.1	0.0	0.0
ENSG00000231510.1	AL691497.1	0.0	0.0
ENSG00000284616.1	AL139823.1	0.0	0.0
ENSG00000284692.2	Z98259.3	0.0	0.0
ENSG00000284666.1	Z98259.2	0.0	0.0
ENSG00000260972.1	Z98259.1	0.0	0.0
ENSG00000283356.1	Z97988.2	0.0	0.0
ENSG00000236948.2	AL365255.1	0.0	0.0
ENSG00000264341.1	Z97988.1	0.0	0.0
ENSG00000264101.1	MIR4689	0.0	0.0
ENSG00000131697.18	NPHP4	111.00000706	2.2298490870000003
ENSG00000069424.14	KCNAB2	71.00003	2.2334229999999997
ENSG00000116254.18	CHD5	3.0	0.0596031
ENSG00000285629.1	AL031847.2	0.0	0.0
ENSG00000116251.11	RPL22	3066.1298900000006	270.758323
