gene_id	gene_name	est_counts	tpm
ENSG00000223972.5	DDX11L1	0.0	0.0
ENSG00000227232.5	WASH7P	17.5166	1.24893
ENSG00000278267.1	MIR6859-1	0.0	0.0
ENSG00000243485.5	MIR1302-2HG	0.0	0.0
ENSG00000284332.1	MIR1302-2	0.0	0.0
ENSG00000237613.2	FAM138A	0.0	0.0
ENSG00000268020.3	OR4G4P	0.0	0.0
ENSG00000240361.2	OR4G11P	0.0	0.0
ENSG00000186092.6	OR4F5	0.0	0.0
ENSG00000238009.6	AL627309.1	0.0	0.0
ENSG00000239945.1	AL627309.3	0.0	0.0
ENSG00000233750.3	CICP27	35.9691	0.855257
ENSG00000268903.1	AL627309.6	0.0	0.0
ENSG00000269981.1	AL627309.7	0.0	0.0
ENSG00000239906.1	AL627309.2	0.0	0.0
ENSG00000241860.6	AL627309.5	0.0	0.0
ENSG00000222623.1	RNU6-1100P	0.0	0.0
ENSG00000241599.1	AL627309.4	0.0	0.0
ENSG00000279928.2	FO538757.1	0.0	0.0
ENSG00000279457.4	WASH9P	116.726	8.02285
ENSG00000273874.1	MIR6859-2	0.0	0.0
ENSG00000228463.10	AP006222.1	89.3969000285887	7.19587900117487
ENSG00000236679.2	RPL23AP24	0.0	0.0
ENSG00000236601.2	AL732372.1	0.0	0.0
ENSG00000237094.12	AL732372.2	38.28253	8.316651
ENSG00000269732.1	WBP1LP7	0.0	0.0
ENSG00000284733.1	OR4F29	0.0	0.0
ENSG00000233653.3	CICP7	0.0	0.0
ENSG00000250575.1	AL732372.3	0.0	0.0
ENSG00000278757.1	RF00026	0.0	0.0
ENSG00000230021.10	AL669831.3	19.283179999999998	1.66783
ENSG00000235146.2	AC114498.1	0.0	0.0
ENSG00000225972.1	MTND1P23	21.3809	7.3666
ENSG00000225630.1	MTND2P28	864.366	82.0979
ENSG00000237973.1	MTCO1P12	8.77067	0.540993
ENSG00000278791.1	AC114498.2	0.0	0.0
ENSG00000229344.1	MTCO2P12	7.27883	1.13625
ENSG00000240409.1	MTATP8P1	4.14915	3.47379
ENSG00000248527.1	MTATP6P1	2842.08	444.448
ENSG00000198744.5	MTCO3P12	13.6973	2.81325
ENSG00000268663.1	WBP1LP6	0.0	0.0
ENSG00000284662.1	OR4F16	0.0	0.0
ENSG00000229376.3	CICP3	0.0	0.0
ENSG00000228327.3	AL669831.1	82.2479	1.14394
ENSG00000223181.1	RNU6-1199P	0.0	0.0
ENSG00000229905.1	AL669831.2	0.0	0.0
ENSG00000237491.9	AL669831.5	0.0	0.0
ENSG00000285268.1	AL669831.7	0.0	0.0
ENSG00000230092.7	AL669831.4	4.000004	0.668759
ENSG00000177757.2	FAM87B	0.0	0.0
ENSG00000228794.8	LINC01128	0.0	0.0
ENSG00000225880.5	LINC00115	0.0	0.0
ENSG00000230368.2	FAM41C	0.0	0.0
ENSG00000234711.1	TUBB8P11	0.0	0.0
ENSG00000283040.1	AL669831.6	0.0	0.0
ENSG00000272438.1	AL645608.6	0.0	0.0
ENSG00000230699.2	AL645608.2	0.0	0.0
ENSG00000241180.1	AL645608.4	0.0	0.0
ENSG00000223764.2	LINC02593	0.0	0.0
ENSG00000187634.12	SAMD11	0.0	0.0
ENSG00000188976.11	NOC2L	1729.2465000000002	64.252411
ENSG00000187961.14	KLHL17	15.0	0.684692
ENSG00000187583.10	PLEKHN1	2.0	0.0846483
ENSG00000187642.9	PERM1	2.0	0.161336
ENSG00000272512.1	AL645608.7	0.0	0.0
ENSG00000188290.10	HES4	15.0	1.68978
ENSG00000187608.9	ISG15	265.0004	44.28637
ENSG00000231702.2	AL645608.3	0.0	0.0
ENSG00000224969.1	AL645608.1	0.0	0.0
ENSG00000188157.15	AGRN	217.03100999999998	3.3989949999999998
ENSG00000242590.1	AL645608.5	0.0	0.0
ENSG00000217801.10	AL390719.1	7.999999	1.4914695
ENSG00000273443.1	AL645608.8	0.0	0.0
ENSG00000237330.3	RNF223	3.13446	0.154571
ENSG00000131591.17	C1orf159	73.000045922612	4.4558550828781
ENSG00000285812.1	AL390719.3	0.0	0.0
ENSG00000223823.1	LINC01342	0.0	0.0
ENSG00000207730.3	MIR200B	0.0	0.0
ENSG00000207607.3	MIR200A	0.0	0.0
ENSG00000198976.1	MIR429	0.0	0.0
ENSG00000272141.1	AL390719.2	0.0	0.0
ENSG00000205231.1	TTLL10-AS1	0.0	0.0
ENSG00000162571.13	TTLL10	1.29752	0.260403
ENSG00000186891.14	TNFRSF18	35.00003	3.302216
ENSG00000186827.11	TNFRSF4	0.0	0.0
ENSG00000078808.16	SDF4	448.00043999999997	25.5623856
ENSG00000176022.6	B3GALT6	44.000033	1.43850777
ENSG00000184163.3	C1QTNF12	4.0	0.5070790000000001
ENSG00000260179.1	AL162741.1	0.0	0.0
ENSG00000160087.20	UBE2J2	672.99944	50.497401
ENSG00000230415.1	LINC01786	0.0	0.0
ENSG00000162572.20	SCNN1D	10.999999999999998	0.8553755000000001
ENSG00000131584.19	ACAP3	30.10415	0.7336141
ENSG00000278073.1	MIR6726	0.0	0.0
ENSG00000169972.12	PUSL1	244.62626	19.948519
ENSG00000127054.20	INTS11	1060.891878	56.43063819999999
ENSG00000283712.1	MIR6727	0.0	0.0
ENSG00000240731.1	AL139287.1	0.0	0.0
ENSG00000224051.7	CPTP	39.0	1.6831
